dataset,model,seed,accuracy,f1,precision,recall,eval_loss,global_step
Twitter17,ResBertTFN,11122,0.6523500810372771,0.622457001014863,0.6370069615537117,0.6128658359895682,1.4797196422631924,896.0
Twitter17,ResNet,0,0.5810372771474879,0.5290347727138746,0.5872158398417157,0.5136951181748501,1.119402758586101,896.0
Twitter17,ResNet,42,0.5810372771474879,0.5311177167491894,0.5587469052509713,0.5187111162693397,1.0395057461200616,896.0
Twitter17,ResNet,199,0.5648298217179902,0.4976373510551932,0.5756530069517342,0.48946608793363894,0.9607478510110806,896.0
Twitter17,ResNet,2022,0.5696920583468396,0.5154838512983613,0.5664939828279604,0.5011412791631668,1.1069542643351433,896.0
Twitter17,ResNet,11122,0.593192868719611,0.5258596668512648,0.5934082296237019,0.5158139322407665,1.0029621051672177,896.0
Twitter17,Vit,0,0.5907617504051864,0.5403016538681054,0.5932316273877182,0.5265822824285278,0.9660897132677909,896.0
Twitter17,Vit,42,0.5826580226904376,0.5334036171502324,0.580162625124281,0.5191601645171519,0.9805803761268274,896.0
Twitter17,Vit,199,0.5923824959481362,0.5325094773605331,0.609777556949188,0.5229185493779868,0.881197818578818,896.0
Twitter17,Vit,2022,0.5996758508914101,0.5439840347132306,0.5984818630674921,0.5285717825675134,0.881830265888801,896.0
Twitter17,Vit,11122,0.6110210696920584,0.5539358476983076,0.6071937321937322,0.5403840208527293,0.8924437149977072,896.0
Twitter17,Vit22Bert,0,0.6912479740680713,0.6773813117697541,0.7000148984169342,0.6617305494744085,1.2044796120279875,896.0
Twitter17,Vit22Bert,42,0.692868719611021,0.6741516577164429,0.686443888934175,0.6644852079364574,1.1453396551884139,896.0
Twitter17,Vit22Bert,199,0.6912479740680713,0.6696827234394999,0.6812378102037261,0.6622697613678677,0.8162375956009595,896.0
Twitter17,Vit22Bert,2022,0.6936790923824959,0.6783048701719672,0.6914128441784992,0.6680605262505797,1.1680932788130565,896.0
Twitter17,Vit22Bert,11122,0.6888168557536467,0.6630448347108931,0.685980767485805,0.6481189996610066,1.0484375051963024,896.0
Twitter17,Vit2Bert,0,0.6750405186385737,0.6508166765099815,0.6689468270547613,0.638984720686132,0.8633607056660529,896.0
Twitter17,Vit2Bert,42,0.6701782820097245,0.6390886523654773,0.6662141779788838,0.6233311823856943,1.2270442312344527,896.0
Twitter17,Vit2Bert,199,0.6588330632090762,0.6194102349667401,0.6459137896055811,0.6080133293011493,0.7565683649900632,896.0
Twitter17,Vit2Bert,2022,0.6904376012965965,0.6612752193297634,0.6744739594999594,0.6517232487265834,1.164992009026882,896.0
Twitter17,Vit2Bert,11122,0.6815235008103727,0.6537774590188289,0.665013621019817,0.6451217906672809,1.153557076668128,896.0
Twitter17,VitBert,0,0.6807131280388979,0.6707056692174259,0.6683078065534206,0.6758782980003099,0.8781124353408813,896.0
Twitter17,VitBert,42,0.686385737439222,0.6622998425642336,0.6757322129113702,0.6540601496661732,0.8663260394181961,896.0
Twitter17,VitBert,199,0.6871961102106969,0.6675750692980942,0.6735625522264023,0.6637978444672687,0.7302182165858073,896.0
Twitter17,VitBert,2022,0.6693679092382496,0.6479624483342491,0.6599689606673457,0.6388093872681768,0.8558809405718094,896.0
Twitter17,VitBert,11122,0.673419773095624,0.6601062505353739,0.6683865270622883,0.6533283891880156,1.0348006563308911,896.0
Twitter17,VitBertAtt,0,0.679902755267423,0.6585602427021785,0.6624411228184813,0.6572542479108753,0.7069995426214658,896.0
Twitter17,VitBertAtt,42,0.6661264181523501,0.6507086963707618,0.6500950623380174,0.6514503767445475,0.8212378124396006,896.0
Twitter17,VitBertAtt,199,0.6709886547811994,0.6557521753681392,0.6629608540918835,0.6496144013361498,1.082457116016975,896.0
Twitter17,VitBertAtt,2022,0.6815235008103727,0.6601113643745609,0.6764707189403065,0.6483985722832191,1.0819995234218927,896.0
Twitter17,VitBertAtt,11122,0.6774716369529984,0.652574528952192,0.6691502483581692,0.6408107294190469,1.1000809837610295,896.0
Twitter17,VitBertTFN,0,0.6620745542949756,0.6237588413188168,0.6454825593195712,0.6104882887138126,0.8944549721020919,896.0
